0   ;-18
2.49; -18
2.5 ; 72
3   ; 134
4   ; 349
5   ; 769
6   ; 1419
7   ; 2332
8   ; 3558
9   ; 5077
10  ; 6735
11  ; 8119
12  ; 8786
13  ; 8965
14  ; 8999
15  ; 9000
16  ; 9000
17  ; 9000
18  ; 9000
19  ; 9000
20  ; 9000
21  ; 9000
22  ; 9000
23  ; 9000
24  ; 9000
25  ; 9000
25.01; 9000
26  ; 6000
27  ; 6000
28  ; 6000
29  ; 6000
30  ; 6000
30.01; 0
32  ; 0
